ident,latitude_deg,longitude_deg,name,continent,iso_country
MHSI,15.818611145019531,-85.11444091796875,Sico Airport,NA,HN
MHSJ,13.827777862548828,-86.8102798461914,San Jose Airport,NA,HN
MHSL,13.442222,-87.459724,San Lorenzo Airport,NA,HN
MHSN,15.69333267211914,-85.95527648925781,Sinaloa Airport,NA,HN
MHSX,15.183610916137695,-84.36972045898438,Sixatigni Airport,NA,HN
MHTA,14.18000030517578,-87.3499984741211,Tamara Airport,NA,HN
MHTB,15.175000190734863,-83.68222045898438,La Katabila Airport,NA,HN
MHTE,15.7759,-87.4758,Tela Airport,NA,HN
MHTG,14.0609,-87.217201,Toncontín International Airport,NA,HN
MHTI,15.001111030578612,-83.72222137451172,Tipimuratara Airport,NA,HN
MHTJ,15.926599,-85.938573,Trujillo Airport,NA,HN
MHTO,15.659722,-85.994164,Tocoa Airport,NA,HN
MHUC,14.93722152709961,-83.84416961669922,Auca Airport,NA,HN
MHUH,15.476099967956545,-83.91130065917969,Uhi Airport,NA,HN
MHUL,14.90719985961914,-87.26339721679688,Sulaco Airport,NA,HN
MHUT,16.1131,-86.880302,Utila Airport,NA,HN
MHUY,14.626943588256836,-88.87638854980469,Cucuyagua Airport,NA,HN
MHVE,14.23027801513672,-88.79944610595703,Villa Hermosa Airport,NA,HN
MHWA,15.1602783203125,-84.61722564697266,Wampusirpi I Airport,NA,HN
MHWD,15.159167289733888,-84.59833526611328,Wampusirpi II Airport,NA,HN
MHWP,15.213055610656738,-84.06861114501953,Waplaya Airport,NA,HN
MHWR,15.348610877990724,-84.23444366455078,Warunta Airport,NA,HN
MHWS,15.481900215148926,-84.41609954833984,Wasma Airport,NA,HN
MHWW,15.41611099243164,-84.4736099243164,Wawina Airport,NA,HN
MHYR,15.1275,-87.135,Yoro Airport,NA,HN
MHYX,15.27750015258789,-83.82027435302734,Yaxu Airport,NA,HN
MHZA,14.256943702697754,-88.39250183105469,Azacualpa Airport,NA,HN
MKBS,18.404079,-76.969754,Ian Fleming International Airport,NA,JM
MKJP,17.935699462890625,-76.7874984741211,Norman Manley International Airport,NA,JM
MKJS,18.5037,-77.913399,Sangster International Airport,NA,JM
MKKJ,18.1987991333,-76.53450012210001,Ken Jones Airport,NA,JM
MKNG,18.341712,-78.334164,Negril Airport,NA,JM
MKTP,17.98859977722168,-76.82379913330078,Tinson Pen Airport,NA,JM
MLLJ,9.81112003326416,-85.29550170898438,La Javilla Airport,NA,CR
MMAA,16.757126,-99.753113,General Juan N. Álvarez International Airport,NA,MX
MMAL,26.334,-99.542397,Agualeguas National Airport,NA,MX
MMAN,25.865601,-100.237,Del Norte International Airport,NA,MX
MMAS,21.699589,-102.318372,Jesús Terán Peredo International Airport,NA,MX
MMBT,15.774909,-96.260319,Bahías de Huatulco International Airport,NA,MX
MMCA,31.06615,-110.097878,Cananea National Airport,NA,MX
MMCB,18.833922,-99.261818,General Mariano Matamoros International Airport,NA,MX
MMCC,29.333662,-101.100555,Ciudad Acuña New International Airport,NA,MX
MMCE,18.65369987487793,-91.79900360107422,Ciudad del Carmen International Airport,NA,MX
MMCG,30.3974,-107.875,Aeropuerto Municipal de Nuevo Casas Grandes,NA,MX
MMCH,17.574111,-99.515374,Chilpancingo National Airport,NA,MX
MMCL,24.76504,-107.475228,Bachigualato Federal International Airport,NA,MX
MMCM,18.504985,-88.328018,Chetumal International Airport,NA,MX
MMCN,27.39259910583496,-109.83300018310548,Ciudad Obregón International Airport,NA,MX
MMCO,16.176701,-92.050598,San Antonio Copalar Airport,NA,MX
MMCP,19.816799163800003,-90.5002975464,Ingeniero Alberto Acuña Ongay International Airport,NA,MX
MMCS,31.63610076904297,-106.4290008544922,Abraham González International Airport,NA,MX
MMCT,20.6413,-88.446198,Chichén Itzá International Airport,NA,MX
MMCU,28.7029,-105.964996,General Roberto Fierro Villalobos International Airport,NA,MX
MMCV,23.7033004761,-98.9564971924,General Pedro Jose Mendez International Airport,NA,MX
MMCY,20.545998,-100.886539,Captain Rogelio Castillo National Airport,NA,MX
MMCZ,20.514922,-86.928538,Cozumel International Airport,NA,MX
MMDA,25.053801,-111.614998,Ciudad Constitución National Airport,NA,MX
MMDM,22.738957,-99.018516,Ciudad Mante Los Huastecas National Airport,NA,MX
MMDO,24.125468,-104.527938,General Guadalupe Victoria International Airport,NA,MX
MMEP,21.419833,-104.842472,Amado Nervo National Airport,NA,MX
MMES,31.795175,-116.60265,Ensenada International Airport / El Ciprés Air Base,NA,MX
MMGD,29.024146,-118.271964,Aeródromo Isla Guadalupe,NA,MX
MMGL,20.523342,-103.310108,Guadalajara International Airport,NA,MX
MMGM,27.9689998626709,-110.9250030517578,General José María Yáñez International Airport,NA,MX
MMGR,28.0261,-114.024002,Guerrero Negro Airport,NA,MX
MMGT,20.910795,-101.34156,Aeródromo del Rancho Medio Sitio,NA,MX
MMHC,18.49722,-97.42011,Tehuacán National Airport,NA,MX
MMHO,29.093527,-111.049891,General Ignacio P. Garcia International Airport,NA,MX
MMIA,19.277,-103.577002,Licenciado Miguel de la Madrid International Airport,NA,MX
MMIM,21.245962,-86.740365,Isla Mujeres National Airport,NA,MX
MMIO,25.544145,-100.930195,Plan De Guadalupe International Airport,NA,MX
MMIT,16.445961,-95.093708,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,NA,MX
MMJA,19.475107,-96.797008,El Lencero Airport,NA,MX
MMJC,19.574155,-99.291183,Jorge Jiménez Cantú National Airport,NA,MX
MMLC,18.001672,-102.220316,Lázaro Cárdenas Airport,NA,MX
MMLM,25.685447,-109.081055,Valle del Fuerte International Airport,NA,MX
MMLO,20.992695,-101.480284,Del Bajío International Airport,NA,MX
MMLP,24.072701,-110.362,Manuel Márquez de León International Airport,NA,MX
MMLT,25.989200592041016,-111.3479995727539,Loreto International Airport,NA,MX
MMMA,25.7698993683,-97.5252990723,General Servando Canales International Airport,NA,MX
MMMD,20.930485,-89.645462,Manuel Crescencio Rejón International Airport,NA,MX
MMMG,26.905347,-111.970725,Mulege Airport,NA,MX
MMML,32.630629,-115.242805,General Rodolfo Sánchez Taboada International Airport,NA,MX
MMMM,19.849899,-101.025002,General Francisco J. Mujica International Airport,NA,MX
MMMT,18.103399,-94.580704,Minatitlán/Coatzacoalcos International Airport,NA,MX
MMMV,26.9557,-101.470001,Monclova International Airport,NA,MX
MMMX,19.435137,-99.071328,Benito Juárez International Airport,NA,MX
MMMY,25.778521,-100.106989,Monterrey International Airport,NA,MX
MMMZ,23.161474,-106.264572,General Rafael Buelna International Airport,NA,MX
MMNG,31.225756,-110.976934,Nogales International Airport,NA,MX
MMNL,27.443899,-99.570503,Quetzalcóatl International Airport,NA,MX
MMOX,17.000814,-96.72197,Xoxocotlán International Airport,NA,MX
MMPA,20.6026992798,-97.4608001709,El Tajín National Airport,NA,MX
MMPB,19.158465,-98.371582,Hermanos Serdán International Airport,NA,MX
MMPC,20.0774,-98.782501,Engineer Juan Guillermo Villasana National Airport,NA,MX
MMPE,31.351987,-113.305177,Mar de Cortés International Airport,NA,MX
MMPG,28.627873,-100.53524,Piedras Negras International Airport,NA,MX
MMPL,23.575011,-109.535826,Punta Colorada Airport,NA,MX
MMPN,19.3967,-102.039001,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,NA,MX
MMPP,23.803329,-109.707348,Punta Pescadero Airport,NA,MX
MMPQ,17.533153,-92.015484,Palenque International Airport,NA,MX
MMPR,20.679913,-105.254391,Puerto Vallarta International Airport,NA,MX
MMPS,15.876808,-97.0891,Puerto Escondido International Airport,NA,MX
MMQT,20.6173,-100.185997,Querétaro Intercontinental Airport,NA,MX
MMRX,26.0089,-98.2285,General Lucio Blanco International Airport,NA,MX
MMSD,23.151919,-109.720731,Los Cabos International Airport,NA,MX
MMSF,30.93006,-114.808459,San Felipe International Airport,NA,MX
MMSG,27.784117,-105.702471,Air Base No. 11 Santa Gertrudis,NA,MX
MMSL,22.948211,-109.938155,Cabo San Lucas International Airport,NA,MX
MMSM,19.7357,-99.0257,General Felipe Ángeles International Airport,NA,MX
MMSP,22.254299163800003,-100.930999756,Ponciano Arriaga International Airport,NA,MX
MMSZ,16.212601,-95.201599,Estación Aeronaval de Salina Cruz,NA,MX
MMTA,19.537992,-98.173492,Estación No. 9 de la Fuerza Aérea Mexicana,NA,MX
MMTB,16.739901,-93.173301,Terán Air Base,NA,MX
MMTC,25.5683,-103.411003,Francisco Sarabia Tinoco International Airport,NA,MX
MMTG,16.5636005402,-93.0224990845,Angel Albino Corzo International Airport,NA,MX
MMTJ,32.541043,-116.969976,General Abelardo L. Rodriguez International Airport,NA,MX
MMTL,20.172098,-87.660272,Felipe Carrillo Puerto International Airport,NA,MX
MMTM,22.2964000702,-97.8658981323,General Francisco Javier Mina International Airport,NA,MX
MMTN,22.0383,-98.806502,Tamuín National Airport,NA,MX
MMTO,19.3369,-99.56583,Adolfo López Mateos International Airport,NA,MX
MMTP,14.794549,-92.369871,Tapachula International Airport,NA,MX
MMTU,20.227301,-87.438203,Base Aeronaval de Tulum,NA,MX
MMTX,19.5996,-103.371,Zapotiltic - Tuxpan Airport,NA,MX
MMUN,21.039444,-86.874304,Cancún International Airport,NA,MX
MMVA,17.997,-92.817398,Carlos Rovirosa Pérez International Airport,NA,MX
MMVR,19.1459007263,-96.1873016357,General Heriberto Jara International Airport,NA,MX
MMZC,22.8971,-102.686996,General Leobardo C. Ruiz International Airport,NA,MX
MMZH,17.601771,-101.460629,Ixtapa-Zihuatanejo International Airport,NA,MX
MMZM,20.045,-102.276001,Zamora Airport,NA,MX
MMZO,19.1448,-104.558998,Playa de Oro International Airport,NA,MX
MMZP,20.747917,-103.462597,Zapopan Air Force Base,NA,MX
MNAL,13.5123,-84.247101,Alamicamba Airport,NA,NI
MNAM,12.135983,-85.716461,Altamira Airport,NA,NI
MNBC,12.46909999847412,-85.66259765625,Boaco Airport,NA,NI
MNBL,11.991,-83.774101,Bluefields Airport,NA,NI
MNBR,12.19,-86.353897,Los Brasiles Airport,NA,NI
MNBZ,14.031524,-84.624311,San Pedro Airport,NA,NI
MNCE,11.427542,-86.033361,Costa Esmeralda Airport,NA,NI
MNCH,12.639548,-87.137753,Chinandega Germán Pomares Ordóñez Airport,NA,NI
MNCI,12.174785,-83.059445,Corn Island Airport,NA,NI
MNCT,12.478899955749512,-87.17720031738281,Corinto Airport,NA,NI
MNDM,12.80049991607666,-86.14830017089844,Dos Montes Airport,NA,NI
MNES,13.111700057983398,-86.36329650878906,Estelí Airport,NA,NI
MNFC,12.3534,-86.182899,Punta Huete (Panchito) Airport,NA,NI
MNHG,11.981199,-85.43357,Hato Grande Airport,NA,NI
MNJG,13.085700035095217,-85.98770141601562,Jinotega,NA,NI
MNKW,12.8921,-83.582901,Karawala Airport,NA,NI
MNLN,12.4292,-86.902802,Leon (Fanor Urroz) Airport,NA,NI
MNLP,11.523616,-85.702995,Omtepe Airport,NA,NI
MNMG,12.14150047302246,-86.16819763183594,Augusto C. Sandino (Managua) International Airport,NA,NI
MNMR,11.8052,-86.511299,Montelimar Airport,NA,NI
MNMT,12.996027,-85.852146,La Cumplida Airport,NA,NI
MNPC,14.047200202941896,-83.38670349121094,Puerto Cabezas Airport,NA,NI
MNPP,12.4657,-86.467903,El Papalonal Airport,NA,NI
MNRS,11.42770004272461,-85.8385009765625,Rivas,NA,NI
MNRT,13.889699935913086,-84.40889739990234,Rosita Airport,NA,NI
MNSC,11.13556,-84.768727,San Carlos Airport,NA,NI
MNSI,13.727222,-84.777779,Siuna,NA,NI
MNSN,10.920328,-83.707764,San Juan de Nicaragua Airport,NA,NI
MNWP,14.7392,-83.969398,Waspam Airport,NA,NI
MPAG,8.37168,-80.351676,El Aguila Airstrip,NA,PA
MPBO,9.34085,-82.250801,Bocas del Toro International Airport,NA,PA
MPCE,7.98784,-80.409837,Alonso Valderrama Airport,NA,PA
MPCH,9.458962,-82.515062,Changuinola Captain Manuel Niño International Airport,NA,PA
MPDA,8.391,-82.434998,Enrique Malek International Airport,NA,PA
MPEJ,9.35664,-79.867401,Enrique Adolfo Jimenez Airport,NA,PA
MPFE,8.411389,-79.111115,Fernando Eleta Airport,NA,PA
MPFS,9.365090370178224,-79.94979858398438,Fort Sherman Airport,NA,PA
MPHO,8.91479,-79.599602,Panamá Pacífico International Airport,NA,PA
MPJE,7.51778,-78.157204,Jaqué Airport,NA,PA
MPMC,8.591418,-79.869189,Chame Mayor Airport,NA,PA
MPMG,8.97334,-79.555603,Marcos A. Gelabert International Airport,NA,PA
MPNU,7.8575,-80.276167,Augusto Vergara Airport,NA,PA
MPOA,8.668813,-77.417399,Puerto Obaldía Airport,NA,PA
MPPD,7.534801,-80.043347,Capt. J. Montenegro Airport,NA,PA
MPPT,8.252816,-78.278618,Punta Patiño Airstrip,NA,PA
MPSA,8.085599899291992,-80.94529724121094,Ruben Cantu Airport,NA,PA
MPSM,8.375880241394,-80.127899169922,Scarlett Martinez International Airport,NA,PA
MPTO,9.07136,-79.383499,Tocumen International Airport,NA,PA
MPVR,9.559212,-78.946631,El Porvenir Airport,NA,PA
MPWN,9.273476,-78.139848,Wannukandi Airport,NA,PA
MPZL,9.42708969116211,-82.56269836425781,Finca 32 Airport,NA,PA
MRAD,9.45777702331543,-84.20899963378906,Aerodamas Airport,NA,CR
MRAG,9.332707,-83.582653,Altagracia Airport,NA,CR
MRAJ,10.057268,-84.807556,Aranjuez Airport,NA,CR
MRAL,9.363861,-83.626046,Altomonte Airport,NA,CR
MRAM,9.52163028717041,-82.95469665527344,Amubri Airport,NA,CR
MRAN,10.469311,-84.579073,La Fortuna Arenal Airport,NA,CR
MRAO,10.42,-83.6095,Aerotortuguero Airport,NA,CR
MRAR,9.850000381469728,-83.6500015258789,Atirro Airport,NA,CR
MRAT,10.51669979095459,-84.36669921875,Altamira de San Carlos Airport,NA,CR
MRBA,9.163949,-83.330171,Buenos Aires Airport,NA,CR
MRBB,10.133333206176758,-83.58333587646484,Babilonia Airport,NA,CR
MRBC,10.7687,-83.585602,Barra del Colorado Airport,NA,CR
MRBM,10.219499588012695,-83.58450317382812,Bremen Airport,NA,CR
MRBN,10.083333015441896,-83.31666564941406,Bataan (Monte Libano) Airport,NA,CR
MRBO,9.401526,-84.11896,Boca Naranjo Airport,NA,CR
MRBP,10.3,-83.349998,Barra de Parismina Airport,NA,CR
MRBT,10.569,-83.5149,Barra del Tortuguero,NA,CR
MRCA,10.414,-85.091698,Codela Airport,NA,CR
MRCC,8.60156,-82.968754,Coto 47 Airport,NA,CR
MRCD,8.5,-82.983333,Cangrejo Verde Airport,NA,CR
MRCE,8.441979,-83.459058,Carate Airport,NA,CR
MRCH,9.98141,-84.772697,Chacarita Airport,NA,CR
MRCI,10.516667366027832,-85.3499984741211,Ciruelas Airport,NA,CR
MRCJ,9.38862,-83.68812,Cajuela/San Isidro Airport,NA,CR
MRCL,10.667222023010254,-85.51139068603516,Coyolar Airport,NA,CR
MRCO,10.45359992980957,-85.55819702148438,El Cerrito Airport,NA,CR
MRCR,9.87051,-85.4814,Playa Samara/Carrillo Airport,NA,CR
MRCV,10.3557,-85.852898,Cabo Velas Airport,NA,CR
MRCZ,10.087599754333496,-84.16950225830078,Carrizal Airport,NA,CR
MRDC,10.351499557495115,-83.63050079345703,Duacari 2 Airport,NA,CR
MRDD,9.550000190734863,-82.88333129882812,Don Diego Airport,NA,CR
MRDK,8.71889019012,-83.6417007446,Drake Bay Airport,NA,CR
MRDM,9.92790985107422,-84.98999786376953,Dos Marías Airport,NA,CR
MRDO,8.903091,-83.426444,Dieciocho Airport,NA,CR
MRDV,10.421667,-84.268167,Dole Venecia Airport,NA,CR
MREC,10.202,-83.472198,El Carmen de Siquirres Airport,NA,CR
MRED,10.868741,-84.529054,El Descanso de Poco Sol Airport,NA,CR
MREO,10.533332824707031,-83.8499984741211,El Ceibo Airport,NA,CR
MRER,10.300299644470217,-84.45010375976562,El Ron Ron Airport,NA,CR
MRET,9.533332824707031,-84.46666717529297,Esterillos / Finca Airport,NA,CR
MRFC,9.884443,-85.564507,Flying Crocodile Airport,NA,CR
MRFD,8.957706,-83.550308,Finca Delicias Airport,NA,CR
MRFI,8.91635,-83.507301,Finca 10 / Nuevo Palmar Sur Airport,NA,CR
MRFL,10.41860008239746,-85.78269958496094,Flamingo Airport,NA,CR
MRFP,10.447400093078612,-84.36900329589844,Frutez - Pital Airport,NA,CR
MRFS,8.6525,-83.0653,Finca 63 (Coto 63) Airport,NA,CR
MRGA,9.91670036315918,-85.63330078125,Garza Airport,NA,CR
MRGF,8.65401,-83.182198,Golfito Airport,NA,CR
MRGP,10.2172002792,-83.79699707030001,Guapiles Airport,NA,CR
MRGT,10.68333339691162,-84.83333587646484,Guatuso Airport,NA,CR
MRHG,10.449999809265137,-84.08333587646484,Hacienda Rancho Grande Airport,NA,CR
MRHH,10.800000190734863,-84.36666870117188,Hacienda Homuha Airport,NA,CR
MRHO,10.56666660308838,-84.1500015258789,Hacienda Rio Cuarto Airport,NA,CR
MRHP,10.451918,-85.149725,Hacienda La Pacífica Airport,NA,CR
MRHS,10.449999809265137,-83.66666412353516,Hacienda La Suerte Airport,NA,CR
MRIA,9.85611,-85.370796,Islita Airport,NA,CR
MRIS,10.558300018310549,-83.9740982055664,Las Islas Airport,NA,CR
MRJO,9.55527,-84.556396,Jaco Airport,NA,CR
MRLA,10.266667366027832,-85.43333435058594,La Zampoña Airport,NA,CR
MRLB,10.5933,-85.544403,Guanacaste Airport,NA,CR
MRLC,11.0353,-84.7061,Los Chiles Airport,NA,CR
MRLE,8.440854,-82.909253,Laurel Airport,NA,CR
MRLF,10.65,-85.532997,La Flor Airport,NA,CR
MRLG,10.800000190734863,-84.91666412353516,La Garroba Airport,NA,CR
MRLI,9.515270233154297,-84.30149841308594,La Ligia Airport,NA,CR
MRLL,10.06666660308838,-83.58333587646484,Las Lomas Airport,NA,CR
MRLM,9.95796012878418,-83.02200317382812,Limon International Airport,NA,CR
MRLN,10.420700073242188,-85.47200012207031,La Guinea Airport,NA,CR
MRLP,10.355624,-85.204731,Las Piedras Airport,NA,CR
MRLT,10.56700038909912,-85.5999984741211,Las Trancas Airport,NA,CR
MRLV,10.68120002746582,-85.5280990600586,La Cueva Airport,NA,CR
MRLY,9.550000190734863,-84.56666564941406,La Yolanda Airport,NA,CR
MRLZ,10.483599662780762,-85.46199798583984,La Zopilota Airport,NA,CR
MRMA,10.083333015441896,-85.26667022705078,Monte Alto Airport,NA,CR
MRMC,10.916666984558104,-85.71666717529297,Murcielago Airport,NA,CR
MRMJ,10.4307003021,-85.17459869380001,Mojica Airport,NA,CR
MRMR,9.89932,-85.550098,Monte Reina Airport,NA,CR
MRNC,10.1394,-85.445801,Guanacaste Airport,NA,CR
MRNI,9.389821,-83.677897,La Bonita Airport,NA,CR
MRNS,9.97649002075,-85.65299987790002,Nosara Airport,NA,CR
MROC,9.99386,-84.208801,Juan Santamaría International Airport,NA,CR
MRPA,9.85141,-85.2379,Palo Arco Airport,NA,CR
MRPD,9.73217,-82.9832,Pandora Airport,NA,CR
MRPJ,8.533329963684082,-83.30000305175781,Puerto Jimenez Airport,NA,CR
MRPK,9.157537,-83.735446,Papa Kilo Airport,NA,CR
MRPL,9.357979774475098,-83.97949981689453,Portalón Airport,NA,CR
MRPM,8.95103,-83.468597,Palmar Sur Airport,NA,CR
MRPN,10.486700057983398,-85.41419982910156,Pelon Nuevo Airport,NA,CR
MRPO,8.35731029510498,-83.13690185546875,Punta Banco Airport,NA,CR
MRPP,9.858309745788574,-84.69439697265625,Playa Pájaros Airport,NA,CR
MRPR,9.578667,-84.3445,Playon Sur Airport,NA,CR
MRPS,10.315600395202637,-85.6780014038086,Peñas Blancas Airport,NA,CR
MRPT,9.750128,-85.250738,Agropecuaria Playa Caletas Airport,NA,CR
MRPV,9.95705,-84.139801,Tobías Bolaños International Airport,NA,CR
MRPY,9.12242031097412,-83.7063980102539,Playa Ballena Airport,NA,CR
MRQA,10.400451,-84.487567,Quebrada Azul Airport,NA,CR
MRQN,9.392994,-84.125782,Quebrada Naranjo Airport,NA,CR
MRQP,9.44316,-84.129799,Quepos Managua Airport,NA,CR
MRRF,10.327400207519531,-83.88760375976562,Rio Frio / Progreso Airport,NA,CR
MRRH,10.31666660308838,-85.33333587646484,Rancho Humo Airport,NA,CR
MRRN,9.570401,-84.52399,Rancho Nuevo Airport,NA,CR
MRRX,10.308199882507324,-83.75430297851562,Roxana Farms Airport,NA,CR
MRSA,10.148099,-83.490772,San Alberto Airport,NA,CR
MRSB,10.5,-84.56666564941406,San Cristobal Airport,NA,CR
MRSC,10.273799896240234,-85.59149932861328,Santa Cruz Airport,NA,CR
MRSF,9.300000190734863,-83.61666870117188,Santa Fe Airport,NA,CR
MRSG,10.2883,-83.713501,Santa Clara De Guapiles Airport,NA,CR
MRSH,9.580769538879396,-82.95989990234375,Shiroles Airport,NA,CR
MRSI,9.348676,-83.712301,San Isidro del General Airport,NA,CR
MRSL,8.789362,-83.271432,Salama Airport,NA,CR
MRSM,9.916666984558104,-84.61666870117188,Santa Marta Airport,NA,CR
MRSN,8.4776,-83.591343,Sirena Airport,NA,CR
MRSO,10.270833,-83.583885,Santa Maria De Guacimo Airport,NA,CR
MRSP,10.41790008544922,-83.75299835205078,San Pedro Airport,NA,CR
MRSQ,10.471518,-83.906788,Sarapigui Airport,NA,CR
MRST,10.064518,-84.876189,San Agustin Airport,NA,CR
MRSV,8.826971,-82.958922,San Vito de Java Airport,NA,CR
MRSX,9.503889,-82.63135,Sixaola Airport,NA,CR
MRTB,10.396111,-83.829445,Ticaban Airport,NA,CR
MRTG,10.366667,-85.1665,Taboga Airport,NA,CR
MRTL,10.30840015411377,-85.46839904785156,Talolinga Airport,NA,CR
MRTM,10.313500404358,-85.815498352051,Tamarindo Airport,NA,CR
MRTR,9.739307,-85.016199,Tambor Airport,NA,CR
MRTS,9.690254,-85.182878,Santa Teresa Airport,NA,CR
MRUP,10.8922,-85.016197,Upala Airport,NA,CR
MRYT,10.333333015441896,-83.66666412353516,Yucatica Airport,NA,CR
MRZP,9.994009971618652,-85.3102035522461,Zapotal De Guanacaste Airport,NA,CR
MSAC,13.447990417480469,-88.12010955810547,La Aramuaca Airport,NA,SV
MSBS,13.265263,-88.49913,Barillas Airport,NA,SV
MSCD,13.213011,-88.602814,Ceiba Doblada Airport,NA,SV
MSCH,13.186094,-88.406448,La Chepona Airport,NA,SV
MSCM,13.205588,-88.54734,Corral De Mulas Airport,NA,SV
MSCN,13.309973,-88.505867,Casas Nuevas Airport,NA,SV
MSCR,13.328703,-88.52092,La Carrera Airport,NA,SV
MSES,13.219324,-88.554047,Espiritu Santo Airport,NA,SV
MSET,13.1625995636,-87.904800415,El Tamarindo Airport,NA,SV
MSJC,13.577824,-89.733238,El Jocotillo Airport,NA,SV
MSLC,14.00981,-89.184761,La Cabaña Airport,NA,SV
MSLD,13.7262,-88.106697,Los Comandos Airport,NA,SV
MSLM,13.487070083618164,-89.19265747070312,Las Mesas Airport,NA,SV
MSLP,13.4409,-89.055702,Monseñor Óscar Arnulfo Romero International Airport,NA,SV
MSPT,13.9453,-89.062798,El Platanar Airport,NA,SV
MSRC,14.318715,-89.506897,El Ronco Airport,NA,SV
MSSA,14.067222,-89.632222,El Palmer Airport,NA,SV
MSSJ,13.178735,-88.47316,Punta San Juan Airport,NA,SV
MSSM,13.4441,-88.126999,El Papalon Airport,NA,SV
MSSN,13.197465896606444,-87.9609146118164,San Ramon Airport,NA,SV
MSSS,13.6995,-89.119904,Ilopango International Airport,NA,SV
MSZT,13.707954,-90.026268,El Zapote Airport,NA,SV
MTCA,18.271099,-73.7883,Antoine-Simon International Airport,NA,HT
MTCH,19.726734,-72.199576,Cap Haitien International Airport,NA,HT
MTJA,18.2411,-72.518501,Jacmel Airport,NA,HT
MTJE,18.663099,-74.170303,Jérémie Airport,NA,HT
MTPP,18.580023,-72.292596,Toussaint Louverture International Airport,NA,HT
MTPX,19.934045,-72.84801,Port-de-Paix Airport,NA,HT
MUBA,20.36529922485352,-74.5062026977539,Gustavo Rizo Airport,NA,CU
MUBE,22.35126,-83.399884,El Caribe Airport,NA,CU
MUBO,22.718599,-82.2686,Batabanó Airport,NA,CU
MUBR,22.6213,-79.147202,Las Brujas Airport,NA,CU
MUBY,20.3964,-76.621399,Carlos Manuel de Cespedes Airport,NA,CU
MUCA,22.0271,-78.789597,Máximo Gómez Airport,NA,CU
MUCC,22.4610004425,-78.32839965820001,Jardines Del Rey Airport,NA,CU
MUCF,22.149999618530277,-80.41419982910156,Jaime Gonzalez Airport,NA,CU
MUCL,21.6165008545,-81.5459976196,Vilo Acuña International Airport,NA,CU
MUCM,21.420299530029297,-77.84750366210938,Ignacio Agramonte International Airport,NA,CU
MUCO,22.7111,-80.922798,Colón Airport,NA,CU
MUCU,19.96980094909668,-75.83540344238281,Antonio Maceo International Airport,NA,CU
MUCY,22.864444732666016,-82.8558349609375,Cayajabo Airport,NA,CU
MUFL,21.499701,-78.202797,Florida Airport,NA,CU
MUGM,19.9065,-75.2071,Leeward Point Field,NA,CU
MUGT,20.0853,-75.158302,Mariana Grajales Airport,NA,CU
MUHA,22.989200592041016,-82.40910339355469,José Martí International Airport,NA,CU
MUHG,20.785600662231445,-76.31510162353516,Frank Pais International Airport,NA,CU
MUKW,23.124001,-81.301598,Kawama Airport,NA,CU
MULB,23.093901,-82.438103,Ciudad Libertad Airport,NA,CU
MULM,22.3361,-83.641899,La Coloma Airport,NA,CU
MUMA,20.242374,-74.148268,Alfredo Noa Díaz Airport,NA,CU
MUMG,22.9699,-82.274803,Managua Airport,NA,CU
MUMJ,22.23080062866211,-79.06220245361328,Mayajigua Airport,NA,CU
MUMO,20.65390014648437,-74.92220306396484,Orestes Acosta Airport,NA,CU
MUMZ,20.288605,-77.087545,Sierra Maestra International Airport,NA,CU
MUNB,22.756514,-81.920743,San Nicolás de Bari Airport,NA,CU
MUNG,21.834699630737305,-82.78379821777344,Rafael Cabrera Airport,NA,CU
MUPA,22.379999,-78.817497,Punta Alegre Airport,NA,CU
MUPB,23.032801,-82.579399,Playa Baracoa Airport,NA,CU
MUSA,22.8715,-82.5093,San Antonio de los Baños Airfield,NA,CU
MUSC,22.492201,-79.943604,Abel Santamaria Airport,NA,CU
MUSG,22.80159950256348,-80.05480194091797,Sagua La Grande Airport,NA,CU
MUSJ,22.100525,-84.157376,San Julián Air Base,NA,CU
MUSL,21.509456,-77.020597,Joaquín de Agüero Airport,NA,CU
MUSN,21.6425,-82.955101,Siguanea Airport,NA,CU
MUSS,21.9704,-79.442703,Sancti Spiritus Airport,NA,CU
MUTD,21.7883,-79.9972,Alberto Delgado Airport,NA,CU
MUTI,21.310618,-76.920042,Manatí Agricultural Airfield,NA,CU
MUVR,23.034401,-81.435303,Juan Gualberto Gomez International Airport,NA,CU
MUVT,20.9876,-76.935799,Hermanos Ameijeiras Airport,NA,CU
MWCB,19.687,-79.882797,Charles Kirkconnell International Airport,NA,KY
MWCL,19.660161,-80.088826,Edward Bodden Little Cayman Airfield,NA,KY
MWCR,19.292801,-81.357697,Owen Roberts International Airport,NA,KY
MYAB,24.287701,-77.684601,Clarence A. Bain Airport,NA,BS
MYAF,24.697901,-77.795601,Andros Town Airport,NA,BS
MYAK,24.158701,-77.589798,Congo Town Airport,NA,BS
MYAM,26.510711,-77.084262,Leonard M Thompson International Airport,NA,BS
MYAN,25.053800582885746,-78.04900360107422,San Andros Airport,NA,BS
MYAP,22.441799,-73.970901,Spring Point Airport,NA,BS
MYAS,26.004698,-77.395622,Sandy Point Airport,NA,BS
MYAT,26.745300293,-77.3912963867,Treasure Cay Airport,NA,BS
MYAW,27.259656,-78.400455,Walkers Cay Airport,NA,BS
