ident,latitude_deg,longitude_deg,name,continent,iso_country
KCBG,45.557499,-93.264198,Cambridge Municipal Airport,NA,US
KCBK,39.42750168,-101.0469971,Shalz Field,NA,US
KCBM,33.643799,-88.443802,Columbus Air Force Base,NA,US
KCCA,35.597801,-92.451599,Clinton Municipal Airport,NA,US
KCCB,34.111599,-117.688004,Upland-Cable Airport,NA,US
KCCO,33.3116,-84.769798,Newnan Coweta County Airport,NA,US
KCCR,37.9897,-122.056999,Buchanan Field,NA,US
KCCY,43.0726013184,-92.6108016968,Northeast Iowa Regional Airport,NA,US
KCDA,44.5690994263,-72.0179977417,Caledonia County Airport,NA,US
KCDC,37.70100021362305,-113.0989990234375,Cedar City Regional Airport,NA,US
KCDH,33.6227989197,-92.7633972168,Harrell Field,NA,US
KCDI,39.974998,-81.577599,Cambridge Municipal Airport,NA,US
KCDK,29.134095,-83.050783,George T Lewis Airport,NA,US
KCDN,34.2835998535,-80.56490325930001,Woodward Field,NA,US
KCDR,42.837601,-103.095001,Chadron Municipal Airport,NA,US
KCDS,34.4337997437,-100.288002014,Childress Municipal Airport,NA,US
KCDW,40.875198364300005,-74.2814025879,Essex County Airport,NA,US
KCEA,37.648601532,-97.2506027222,Cessna Aircraft Field,NA,US
KCEC,41.778929,-124.236403,Jack Mc Namara Field Airport,NA,US
KCEF,42.194,-72.534798,Westover Metropolitan Airport / Westover Air Reserve Base,NA,US
KCEK,40.61790085,-96.92489624,Crete Municipal Airport,NA,US
KCEU,34.6719017,-82.8864975,Oconee County Regional Airport,NA,US
KCEV,39.6985015869,-85.129699707,Mettel Field,NA,US
KCEW,30.778799057,-86.522102356,Bob Sikes Airport,NA,US
KCEY,36.6646,-88.372803,Murray-Calloway County Airport Kyle-Oakley Field,NA,US
KCEZ,37.303001,-108.627998,Cortez Municipal Airport,NA,US
KCFD,30.7157001495,-96.3313980103,Coulter Field,NA,US
KCFE,45.159,-93.8433,Buffalo Municipal Airport,NA,US
KCFJ,39.975602,-86.919899,Crawfordsville Regional Airport,NA,US
KCFS,43.458801,-83.445503,Tuscola Area Airport,NA,US
KCFT,32.957039,-109.211397,Greenlee County Airport,NA,US
KCFV,37.09400177,-95.5718994141,Coffeyville Municipal Airport,NA,US
KCGC,28.867246,-82.571009,Crystal River Airport,NA,US
KCGE,38.53929901,-76.03040314,Cambridge Dorchester Airport,NA,US
KCGF,41.5651016235,-81.4863967896,Cuyahoga County Airport,NA,US
KCGI,37.2253,-89.570801,Cape Girardeau Regional Airport,NA,US
KCGS,38.9805984497,-76.9223022461,College Park Airport,NA,US
KCGZ,32.954899,-111.766998,Casa Grande Municipal Airport,NA,US
KCHA,35.035301,-85.203796,Chattanooga Metropolitan Airport (Lovell Field),NA,US
KCHD,33.2691,-111.810997,Chandler Municipal Airport,NA,US
KCHK,35.09740067,-97.96769714,Chickasha Municipal Airport,NA,US
KCHN,27.5149,-81.880501,Wauchula Municipal Airport,NA,US
KCHO,38.13859939575195,-78.4529037475586,Charlottesville Albemarle Airport,NA,US
KCHQ,36.842098,-89.359703,Mississippi County Airport,NA,US
KCHS,32.898602,-80.040497,Charleston International Airport,NA,US
KCHT,39.7822,-93.495697,Chillicothe Municipal Airport,NA,US
KCHU,43.596401,-91.503899,Houston County Airport,NA,US
KCIC,39.795595,-121.857716,Chico Regional Airport,NA,US
KCID,41.884701,-91.7108,The Eastern Iowa Airport,NA,US
KCII,47.8283,-112.167999,Choteau Airport,NA,US
KCIN,42.0461997986,-94.7890014648,Arthur N Neu Airport,NA,US
KCIR,37.064499,-89.219597,Cairo Regional Airport,NA,US
KCIU,46.247707,-84.471379,Chippewa County International Airport,NA,US
KCJR,38.526699,-77.858902,Culpeper Regional Airport,NA,US
KCKA,36.734348,-98.123531,Kegelman AF Aux Field,NA,US
KCKB,39.2966,-80.228104,North Central West Virginia Airport,NA,US
KCKC,47.8382987976,-90.3828964233,Grand Marais Cook County Airport,NA,US
KCKF,31.9888,-83.773903,Crisp County Cordele Airport,NA,US
KCKI,33.717201,-79.857002,Williamsburg Regional Airport,NA,US
KCKM,34.2997016907,-90.512298584,Fletcher Field,NA,US
KCKN,47.8417015076,-96.62159729,Crookston Municipal Kirkwood Field,NA,US
KCKP,42.7317009,-95.55590057,Cherokee County Regional Airport,NA,US
KCKV,36.6218986511,-87.4150009155,Clarksville–Montgomery County Regional Airport,NA,US
KCKZ,40.389198303222656,-75.29049682617188,Pennridge Airport,NA,US
KCLE,41.411701,-81.8498,Cleveland Hopkins International Airport,NA,US
KCLI,44.6138000488,-88.731300354,Clintonville Municipal Airport,NA,US
KCLK,35.5383,-98.932701,Clinton Regional Airport,NA,US
KCLL,30.5886,-96.3638,Easterwood Field,NA,US
KCLM,48.120201,-123.5,William R Fairchild International Airport,NA,US
KCLR,33.1315002441,-115.521003723,Cliff Hatfield Memorial Airport,NA,US
KCLS,46.676998,-122.983002,Chehalis Centralia Airport,NA,US
KCLT,35.2140007019043,-80.94309997558594,Charlotte Douglas International Airport,NA,US
KCLW,27.9766998291,-82.7586975098,Clearwater Air Park,NA,US
KCMA,34.213699,-119.094002,Camarillo International Airport,NA,US
KCMD,34.2687,-86.858002,Cullman Regional Airport-Folsom Field,NA,US
KCMH,39.998001,-82.891899,John Glenn Columbus International Airport,NA,US
KCMI,40.039819,-88.276249,University of Illinois Willard Airport,NA,US
KCMR,35.305555,-112.194393,H.A. Clark Memorial Field,NA,US
KCMX,47.168399810791016,-88.48909759521484,Houghton County Memorial Airport,NA,US
KCMY,43.958009,-90.737886,Sparta Fort McCoy Airport,NA,US
KCNB,44.7295,-96.265999,Myers Field Airport,NA,US
KCNC,41.01959991455078,-93.35970306396484,Chariton Municipal Airport,NA,US
KCNH,43.3703994751,-72.36869812009999,Claremont Municipal Airport,NA,US
KCNK,39.5493011475,-97.6522979736,Blosser Municipal Airport,NA,US
KCNM,32.337501525878906,-104.26300048828124,Cavern City Air Terminal,NA,US
KCNO,33.97470093,-117.637001,Chino Airport,NA,US
KCNP,41.07749938964844,-102.46399688720705,Billy G Ray Field,NA,US
KCNU,37.668173,-95.486727,Chanute Martin Johnson Airport,NA,US
KCNW,31.641129,-97.073335,TSTC Waco Airport,NA,US
KCNY,38.755001,-109.754997,Canyonlands Regional Airport,NA,US
KCOD,44.520199,-109.024002,Yellowstone Regional Airport,NA,US
KCOE,47.7743,-116.82,Coeur D'Alene Airport - Pappy Boyington Field,NA,US
KCOF,28.2349,-80.6101,Patrick Space Force Base,NA,US
KCOI,28.3416004181,-80.6855010986,Merritt Island Airport,NA,US
KCOM,31.8411006927,-99.4036026001,Coleman Municipal Airport,NA,US
KCON,43.20270157,-71.50229645,Concord Municipal Airport,NA,US
KCOQ,46.701099,-92.503601,Cloquet Carlton County Airport,NA,US
KCOS,38.805801,-104.700996,City of Colorado Springs Municipal Airport,NA,US
KCOT,28.45669937,-99.22029877,Cotulla-La Salle County Airport,NA,US
KCOU,38.8181,-92.219597,Columbia Regional Airport,NA,US
KCPC,34.27289963,-78.71499634,Columbus County Municipal Airport,NA,US
KCPK,36.6656,-76.320702,Chesapeake Regional Airport,NA,US
KCPM,33.8899993896,-118.244003296,Compton Woodley Airport,NA,US
KCPR,42.908001,-106.463997,Casper-Natrona County International Airport,NA,US
KCPS,38.570701599100005,-90.1561965942,St Louis Downtown Airport,NA,US
KCPT,32.353802,-97.433701,Cleburne Regional Airport,NA,US
KCPU,38.14609909057617,-120.64800262451172,Calaveras Co Maury Rasmussen Field,NA,US
KCQA,40.4841,-84.560097,Lakefield Airport,NA,US
KCQB,35.723801,-96.820297,Chandler Regional Airport,NA,US
KCQM,47.821899,-92.6894,Cook Municipal Airport,NA,US
KCQW,34.712898,-79.957001,Cheraw Municipal Airport/Lynch Bellinger Field,NA,US
KCQX,41.68840026855469,-69.989501953125,Chatham Municipal Airport,NA,US
KCRE,33.8116989136,-78.72389984130001,Grand Strand Airport,NA,US
KCRG,30.3362998962,-81.51439666750001,Jacksonville Executive at Craig Airport,NA,US
KCRP,27.770399,-97.501198,Corpus Christi International Airport,NA,US
KCRQ,33.1283,-117.279999,McClellan-Palomar Airport,NA,US
KCRS,32.0280990601,-96.4005966187,C David Campbell Field Corsicana Municipal Airport,NA,US
KCRT,33.1782989502,-91.8802032471,Z M Jack Stell Field,NA,US
KCRW,38.3731,-81.593201,Yeager Airport,NA,US
KCRX,34.9150009155,-88.6035003662,Roscoe Turner Airport,NA,US
KCRZ,40.994099,-94.754997,Corning Municipal Airport,NA,US
KCSB,40.306599,-100.162003,Cambridge Municipal Airport,NA,US
KCSG,32.516300201416016,-84.93890380859375,Columbus Metropolitan Airport,NA,US
KCSM,35.3398017883,-99.2005004883,Clinton Sherman Airport,NA,US
KCSQ,41.0214004517,-94.3632965088,Creston Municipal Airport,NA,US
KCSV,35.95131,-85.08499,Crossville Memorial Airport Whitson Field,NA,US
KCTB,48.608657,-112.378183,Cut Bank International Airport,NA,US
KCTJ,33.631001,-85.152,West Georgia Regional Airport / O V Gray Field,NA,US
KCTK,40.5690994263,-90.074798584,Ingersoll Airport,NA,US
KCTY,29.6354999542,-83.10479736330001,Cross City Airport,NA,US
KCTZ,34.9756011963,-78.3646011353,Sampson County Airport,NA,US
KCUB,33.970500946,-80.9952011108,Jim Hamilton L.B. Owens Airport,NA,US
KCUH,35.950496,-96.772371,Cushing Municipal Airport,NA,US
KCUL,38.0895,-88.1231,Carmi Municipal Airport,NA,US
KCUT,43.733299,-103.617996,Custer County Airport,NA,US
KCVB,29.3419,-98.850899,Castroville Municipal Airport,NA,US
KCVG,39.048801,-84.667801,Cincinnati Northern Kentucky International Airport,NA,US
KCVH,36.8932991028,-121.410003662,Hollister Municipal Airport,NA,US
KCVK,36.26490021,-91.56259918,Sharp County Regional Airport,NA,US
KCVN,34.426594,-103.078794,Clovis Municipal Airport,NA,US
KCVO,44.49720001,-123.2900009,Corvallis Municipal Airport,NA,US
KCVS,34.382801,-103.321999,Cannon Air Force Base,NA,US
KCVX,45.304798,-85.274803,Charlevoix Municipal Airport,NA,US
KCWA,44.777448,-89.670238,Central Wisconsin Airport,NA,US
KCWC,33.85779953,-98.49040222,Kickapoo Downtown Airport,NA,US
KCWF,30.2106,-93.143204,Chennault International Airport,NA,US
KCWI,41.8311004639,-90.3291015625,Clinton Municipal Airport,NA,US
KCWV,32.195099,-81.869598,Claxton Evans County Airport,NA,US
KCXE,36.78829956054688,-78.50160217285156,Chase City Municipal Airport,NA,US
KCXL,32.6694984436,-115.513000488,Calexico International Airport,NA,US
KCXO,30.351801,-95.414497,Conroe-North Houston Regional Airport,NA,US
KCXP,39.1922,-119.734001,Carson Airport,NA,US
KCXU,31.21315,-84.235396,Camilla Mitchell County Airport,NA,US
KCXW,35.019889,-92.555111,Conway Regional Airport,NA,US
KCXY,40.2170982361,-76.85150146480001,Capital City Airport,NA,US
KCYO,39.515999,-82.982101,Pickaway County Memorial Airport,NA,US
KCYS,41.155701,-104.811997,Cheyenne Regional Jerry Olson Field,NA,US
KCYW,39.3871,-97.157204,Clay Center Municipal Airport,NA,US
KCZD,40.86909866,-100.0039978,Cozad Municipal Airport,NA,US
KCZG,42.078499,-76.096296,Tri Cities Airport,NA,US
KCZK,45.676599,-121.878879,Cascade Locks State Airport,NA,US
KCZL,34.455399,-84.939201,Tom B. David Field,NA,US
KCZT,28.5221996307,-99.823600769,Dimmit County Airport,NA,US
KDAA,38.715000152600005,-77.1809997559,Davison Army Air Field,NA,US
KDAB,29.179899,-81.058098,Daytona Beach International Airport,NA,US
KDAF,44.033401,-90.085098,Necedah Airport,NA,US
KDAG,34.85369873,-116.7870026,Barstow Daggett Airport,NA,US
KDAL,32.847099,-96.851799,Dallas Love Field,NA,US
KDAN,36.572899,-79.336098,Danville Regional Airport,NA,US
KDAW,43.2841,-70.929298,Skyhaven Airport,NA,US
KDAY,39.902401,-84.219398,James M Cox Dayton International Airport,NA,US
KDBN,32.5644,-82.985298,W H 'Bud' Barron Airport,NA,US
KDBQ,42.402,-90.709503,Dubuque Regional Airport,NA,US
KDCA,38.8521,-77.037697,Ronald Reagan Washington National Airport,NA,US
KDCM,34.789299,-81.195801,Chester Catawba Regional Airport,NA,US
KDCU,34.652698516799994,-86.94539642330001,Pryor Field Regional Airport,NA,US
KDCY,38.700401,-87.1297,Daviess County Airport,NA,US
KDDC,37.76340103149414,-99.9655990600586,Dodge City Regional Airport,NA,US
KDDH,42.8913,-73.246399,William H Morse State Airport,NA,US
KDEC,39.834598541259766,-88.8656997680664,Decatur Airport,NA,US
KDED,29.066999,-81.283798,Deland Municipal Sidney H Taylor Field,NA,US
KDEH,43.275501,-91.739403,Decorah Municipal Airport,NA,US
KDEN,39.861698150635,-104.672996521,Denver International Airport,NA,US
KDEQ,34.047001,-94.399399,J Lynn Helms Sevier County Airport,NA,US
KDET,42.40919876,-83.00990295,Coleman A. Young Municipal Airport,NA,US
KDEW,47.966599,-117.427002,Deer Park Airport,NA,US
KDFI,41.3375015259,-84.4288024902,Defiance Memorial Airport,NA,US
KDFW,32.896801,-97.038002,Dallas Fort Worth International Airport,NA,US
KDGL,31.3425998688,-109.505996704,Douglas Municipal Airport,NA,US
KDGW,42.79719925,-105.3860016,Converse County Airport,NA,US
KDHN,31.3213005065918,-85.44960021972656,Dothan Regional Airport,NA,US
KDHT,36.0225982666,-102.54699707,Dalhart Municipal Airport,NA,US
KDIJ,43.742667,-111.096829,Driggs/Reed Memorial Airport,NA,US
KDIK,46.797533,-102.801905,Dickinson Theodore Roosevelt Regional Airport,NA,US
KDKB,41.936316,-88.704128,DeKalb Taylor Municipal Airport,NA,US
KDKK,42.49247,-79.273102,Chautauqua County-Dunkirk Airport,NA,US
KDKR,31.306999,-95.403801,Houston County Airport,NA,US
KDKX,35.963902,-83.873901,Knoxville Downtown Island Airport,NA,US
KDLC,34.4491004944,-79.368598938,Dillon County Airport,NA,US
KDLF,29.359501,-100.778002,Laughlin Air Force Base,NA,US
KDLH,46.842098,-92.193604,Duluth International Airport,NA,US
KDLL,43.522701,-89.770203,Baraboo Wisconsin Dells Regional Airport,NA,US
KDLN,45.2554016113,-112.553001404,Dillon Airport,NA,US
KDLO,35.745601654052734,-119.23699951171876,Delano Municipal Airport,NA,US
KDLS,45.620979,-121.170777,Columbia Gorge Regional Airport,NA,US
KDLZ,40.279701,-83.114799,Delaware Municipal Airport,NA,US
KDMA,32.1665000916,-110.883003235,Davis Monthan Air Force Base,NA,US
KDMN,32.262298584,-107.721000671,Deming Municipal Airport,NA,US
KDMO,38.70740127559999,-93.1759033203,Sedalia Memorial Airport,NA,US
KDMW,39.60829926,-77.00769806,Carroll County Regional Jack B Poage Field,NA,US
KDNL,33.4664993286,-82.0393981934,Daniel Field,NA,US
KDNN,34.72290039,-84.87020111,Dalton Municipal Airport,NA,US
KDNS,41.9864006,-95.38069916,Denison Municipal Airport,NA,US
KDNV,40.199124,-87.59663,Vermilion Regional Airport,NA,US
KDOV,39.129501,-75.466003,Dover Air Force Base,NA,US
KDPA,41.90779877,-88.24859619,Dupage Airport,NA,US
KDPG,40.197396,-112.935094,Michael AAF (Dugway Proving Ground) Airport,NA,US
KDPL,35.00009918,-77.98169708,Duplin County Airport,NA,US
KDQH,31.4767,-82.860497,Douglas Municipal Gene Chambers Airport,NA,US
KDRA,36.6194,-116.032997,Desert Rock Airport,NA,US
KDRI,30.831699,-93.339897,Beauregard Regional Airport,NA,US
KDRM,46.0093002319,-83.74389648440001,Drummond Island Airport,NA,US
KDRO,37.151501,-107.753998,Durango La Plata County Airport,NA,US
KDRP,35.1200556,-90.8265,Delta Regional Airport,NA,US
KDRT,29.3742008209,-100.927001953,Del Rio International Airport,NA,US
KDSM,41.534,-93.663101,Des Moines International Airport,NA,US
KDSV,42.570545,-77.713273,Dansville Municipal Airport,NA,US
KDTA,39.3805999756,-112.508003235,Delta Municipal Airport,NA,US
KDTL,46.824301,-95.883322,Detroit Lakes Airport,NA,US
KDTN,32.5401992798,-93.7450027466,Shreveport Downtown Airport,NA,US
KDTO,33.201769,-97.197983,Denton Enterprise Airport,NA,US
KDTS,30.400101,-86.471497,Destin Executive Airport,NA,US
KDTW,42.21377,-83.353786,Detroit Metropolitan Wayne County Airport,NA,US
KDUA,33.939675,-96.395072,Durant Regional Airport - Eaker Field,NA,US
KDUC,34.47090149,-97.9598999,Halliburton Field,NA,US
KDUG,31.4689998627,-109.603996277,Bisbee Douglas International Airport,NA,US
KDUH,41.73590087890625,-83.65540313720703,Toledo Suburban Airport,NA,US
KDUJ,41.17829895,-78.8986969,DuBois Regional Airport,NA,US
KDUX,35.857899,-102.013,Moore County Airport,NA,US
KDVK,37.579409,-84.774347,Stuart Powell Field,NA,US
KDVL,48.115454,-98.908796,Devils Lake Regional Airport,NA,US
KDVN,41.610432,-90.589693,Davenport Municipal Airport,NA,US
KDVO,38.143600463867,-122.55599975586,Marin County Airport - Gnoss Field,NA,US
KDVP,43.986801,-95.7826,Slayton Municipal Airport,NA,US
KDVT,33.6883010864,-112.083000183,Phoenix Deer Valley Airport,NA,US
KDWA,38.57910156,-121.8570023,Yolo County Davis Woodland Winters Airport,NA,US
KDWH,30.0618000031,-95.5528030396,David Wayne Hooks Memorial Airport,NA,US
KDWU,38.554501,-82.737999,Ashland Regional Airport,NA,US
KDXE,36.77750015,-89.94120026,Dexter Municipal Airport,NA,US
KDXR,41.371656,-73.482227,Danbury Municipal Airport,NA,US
KDXX,44.986198,-96.177696,Lac Qui Parle County Airport,NA,US
KDYA,32.463799,-87.954102,Demopolis Municipal Airport,NA,US
KDYB,33.0634,-80.279297,Summerville Airport,NA,US
KDYL,40.3330001831,-75.1222991943,Doylestown Airport,NA,US
KDYR,35.999158,-89.404898,Dyersburg Regional Airport,NA,US
KDYS,32.420799,-99.854599,Dyess Air Force Base,NA,US
KDYT,46.721901,-92.043404,Sky Harbor Airport,NA,US
KDZB,30.52709961,-98.35870361,Horseshoe Bay Resort Airpark,NA,US
KDZJ,34.855099,-83.996902,Blairsville Airport,NA,US
KEAG,42.709801,-93.9161,Eagle Grove Municipal Airport,NA,US
KEAN,42.0555,-104.929001,Phifer Airfield,NA,US
KEAR,40.727001,-99.006798,Kearney Regional Airport,NA,US
KEAT,47.398899,-120.207001,Pangborn Memorial Airport,NA,US
KEAU,44.86579895019531,-91.48429870605467,Chippewa Valley Regional Airport,NA,US
KEBD,37.6818,-82.1221,Southern West Virginia Regional Airport,NA,US
KEBG,26.4417,-98.1222,South Texas International at Edinburg Airport,NA,US
KEBS,42.436848,-93.869905,Webster City Municipal Airport,NA,US
KECG,36.260601,-76.174599,Elizabeth City Regional Airport & Coast Guard Air Station,NA,US
KECP,30.357106,-85.795414,Northwest Florida Beaches International Airport,NA,US
KECS,43.88379,-104.314156,Mondell Field,NA,US
KECU,29.9468994140625,-100.17400360107422,Edwards County Airport,NA,US
KEDC,30.398049,-97.566909,Austin Executive Airport,NA,US
KEDE,36.027698516799994,-76.56710052490001,Northeastern Regional Airport,NA,US
KEDG,39.391602,-76.2911,Weide (Aberdeen Proving Ground) Army Heliport,NA,US
KEDJ,40.372299,-83.819,Bellefontaine Regional Airport,NA,US
KEDN,31.29969978,-85.89990234,Enterprise Municipal Airport,NA,US
KEDU,38.531502,-121.786489,University Airport,NA,US
KEDW,34.905399,-117.884003,Edwards Air Force Base,NA,US
KEED,34.7663002014,-114.623001099,Needles Airport,NA,US
KEEN,42.898399,-72.270798,Dillant Hopkins Airport,NA,US
KEEO,40.04880142211914,-107.88600158691406,Meeker Airport,NA,US
KEET,33.17699814,-86.78279877,Shelby County Airport,NA,US
KEFC,44.73419952,-103.8619995,Belle Fourche Municipal Airport,NA,US
KEFD,29.6072998047,-95.1587982178,Ellington Airport,NA,US
KEFK,44.888802,-72.229202,Northeast Kingdom International Airport,NA,US
KEFT,42.614899,-89.590401,Monroe Municipal Airport,NA,US
KEFW,42.009866,-94.341717,Jefferson Municipal Airport,NA,US
KEGE,39.64260101,-106.9179993,Eagle County Regional Airport,NA,US
KEGI,30.65040016,-86.52290344,Duke Field,NA,US
KEGQ,43.10200119018555,-94.70469665527344,Emmetsburg Municipal Airport,NA,US
KEGT,37.323601,-97.388298,Wellington Municipal Airport,NA,US
KEGV,45.9323005676,-89.26830291750001,Eagle River Union Airport,NA,US
KEHA,37.000702,-101.879997,Elkhart Morton County Airport,NA,US
KEHO,35.2556,-81.600998,Shelby-Cleveland County Regional Airport,NA,US
KEHR,37.8078,-87.685699,Henderson City County Airport,NA,US
KEIK,40.010200500488,-105.047996521,Erie Municipal Airport,NA,US
KEIW,36.535301,-89.599701,County Memorial Airport,NA,US
KEKA,40.803398,-124.112999,Murray Field,NA,US
KEKM,41.7193984985,-86.00319671630001,Elkhart Municipal Airport,NA,US
KEKN,38.889759,-79.857651,Elkins-Randolph County Regional Airport,NA,US
KEKO,40.82490158081055,-115.79199981689452,Elko Regional Airport,NA,US
KEKQ,36.855301,-84.856102,Wayne County Airport,NA,US
KEKS,45.271801,-111.649002,Ennis Big Sky Airport,NA,US
KEKX,37.686001,-85.925003,Addington Field / Elizabethtown Regional Airport,NA,US
KEKY,33.312901,-86.925903,Bessemer Airport,NA,US
KELA,29.600599288900003,-96.3218994141,Eagle Lake Airport,NA,US
KELD,33.221001,-92.813301,South Arkansas Regional Airport at Goodwin Field,NA,US
KELK,35.43080139,-99.39430237,Elk City Regional Business Airport,NA,US
KELM,42.1599006652832,-76.8916015625,Elmira Corning Regional Airport,NA,US
KELN,47.03300095,-120.5309982,Bowers Field,NA,US
KELO,47.82450104,-91.83070374,Ely Municipal Airport,NA,US
KELP,31.807199,-106.377998,El Paso International Airport,NA,US
KELY,39.29970169,-114.8420029,Ely Airport Yelland Field,NA,US
KELZ,42.109501,-77.989998,Wellsville Municipal Airport - Tarantine Field,NA,US
KEMM,41.82410049439999,-110.556999207,Kemmerer Municipal Airport,NA,US
KEMP,38.3320999146,-96.1912002563,Emporia Municipal Airport,NA,US
KEMT,34.086102,-118.035004,San Gabriel Valley Airport,NA,US
KEMV,36.6869010925293,-77.48280334472656,Emporia Greensville Regional Airport,NA,US
KEND,36.339199,-97.916496,Vance Air Force Base,NA,US
KENL,38.515099,-89.091103,Centralia Municipal Airport,NA,US
KENV,40.7187004089,-114.03099823,Wendover Airport,NA,US
KENW,42.59569931,-87.92780304,Kenosha Regional Airport,NA,US
KEOE,34.309299,-81.639702,Newberry County Airport,NA,US
KEOK,40.4598999023,-91.4284973145,Keokuk Municipal Airport,NA,US
KEOP,39.166901,-82.9282,Pike County Airport,NA,US
KEOS,36.810799,-94.391701,Neosho Hugh Robinson Airport,NA,US
KEPH,47.307598,-119.515999,Ephrata Municipal Airport,NA,US
KEPM,44.910099,-67.012703,Eastport Municipal Airport,NA,US
KEQA,37.7741012573,-96.8175964355,Captain Jack Thomas El Dorado Airport,NA,US
KEQY,35.01879883,-80.62020111,Charlotte-Monroe Executive Airport,NA,US
KERI,42.083127,-80.173867,Erie International Tom Ridge Field,NA,US
KERR,44.7925,-71.1642,Errol Airport,NA,US
KERV,29.9767,-99.085701,Kerrville / Kerr County Airport at Louis Schreiner Field,NA,US
KERY,46.311199,-85.457298,Luce County Airport,NA,US
KESC,45.723199,-87.088623,Delta County Airport,NA,US
KESF,31.394266,-92.294082,Esler Army Airfield / Esler Regional Airport,NA,US
KESN,38.804199,-76.069,Easton Airport / Newnam Field,NA,US
KEST,43.407398,-94.746399,Estherville Municipal Airport,NA,US
KESW,47.2541999817,-121.185997009,Easton State Airport,NA,US
KETB,43.422278,-88.128966,West Bend Municipal Airport,NA,US
KETC,35.93709945678711,-77.54660034179688,Tarboro Edgecombe Airport,NA,US
KETH,45.782058,-96.543627,Wheaton Municipal Airport,NA,US
KETN,32.4135017395,-98.8097991943,Eastland Municipal Airport,NA,US
KEUF,31.9512996674,-85.1288986206,Weedon Field,NA,US
KEUG,44.12459945678711,-123.21199798583984,Mahlon Sweet Field,NA,US
KEUL,43.641899,-116.636002,Caldwell Executive Airport,NA,US
KEVB,29.0557,-80.948898,New Smyrna Beach Municipal Airport,NA,US
KEVM,47.42458,-92.499204,Eveleth–Virginia Municipal Airport,NA,US
KEVU,40.352501,-94.915001,Northwest Missouri Regional Airport,NA,US
KEVV,38.0369987488,-87.5324020386,Evansville Regional Airport,NA,US
KEVW,41.27479935,-111.0350037,Evanston-Uinta County Airport-Burns Field,NA,US
KEVY,39.520401,-75.720398,Summit Airport,NA,US
KEWB,41.67610168457031,-70.95690155029297,New Bedford Regional Airport,NA,US
KEWK,38.0582008362,-97.2744979858,Newton City-County Airport,NA,US
KEWN,35.0730018616,-77.04290008539999,Coastal Carolina Regional Airport,NA,US
KEWR,40.692501,-74.168701,Newark Liberty International Airport,NA,US
KEXX,35.781101,-80.303802,Davidson County Executive Airport,NA,US
KEYE,39.830699920654,-86.294403076172,Eagle Creek Airpark,NA,US
KEYF,34.60179901,-78.57929993,Curtis L Brown Jr Field,NA,US
KEYW,24.556101,-81.759598,Key West International Airport,NA,US
KEZF,38.2668,-77.449203,Shannon Airport,NA,US
KEZI,41.2052,-89.963898,Kewanee Municipal Airport,NA,US
KEZM,32.214199,-83.127998,Heart of Georgia Regional Airport,NA,US
KEZS,44.787514,-88.560481,Shawano Municipal Airport,NA,US
KEZZ,39.7276,-94.276398,Cameron Memorial Airport,NA,US
KFAF,37.1325,-76.608803,Felker Army Air Field,NA,US
KFAM,37.761101,-90.428597,Farmington Regional Airport,NA,US
KFAR,46.92070007324219,-96.81580352783205,Hector International Airport,NA,US
KFAT,36.776199,-119.718002,Fresno Yosemite International Airport,NA,US
KFAY,34.991199,-78.880302,Fayetteville Regional Airport - Grannis Field,NA,US
KFBG,35.13180161,-78.93669891,Simmons Army Air Field,NA,US
KFBL,44.32844,-93.312534,Faribault Municipal Airport-Liz Wall Strohfus Field,NA,US
KFBR,41.3918991089,-110.406997681,Fort Bridger Airport,NA,US
KFBY,40.1829986572,-97.1692962646,Fairbury Municipal Airport,NA,US
KFCH,36.732399,-119.82,Fresno Chandler Executive Airport,NA,US
KFCI,37.406502,-77.525002,Richmond Executive-Chesterfield County Airport,NA,US
KFCM,44.8272018433,-93.4570999146,Flying Cloud Airport,NA,US
KFCS,38.67839813,-104.7570038,Butts AAF (Fort Carson) Air Field,NA,US
KFCY,34.942001342800005,-90.7750015259,Forrest City Municipal Airport,NA,US
KFDK,39.4175987244,-77.3742980957,Frederick Municipal Airport,NA,US
KFDR,34.35200119,-98.98390198,Frederick Regional Airport,NA,US
KFDW,34.315498,-81.108803,Fairfield County Airport,NA,US
KFDY,41.0135002136,-83.66870117190001,Findlay Airport,NA,US
KFEP,42.2462005615,-89.58200073239999,Albertus Airport,NA,US
KFET,41.45024,-96.522884,Fremont Municipal Airport,NA,US
KFFA,36.0181999207,-75.67130279540001,First Flight Airport,NA,US
KFFC,33.3573,-84.5718,Peachtree City Falcon Field,NA,US
KFFL,41.053024,-91.980114,Fairfield Municipal Airport,NA,US
KFFM,46.28440094,-96.15670013,Fergus Falls Municipal Airport - Einar Mickelson Field,NA,US
KFFO,39.826099,-84.048302,Wright-Patterson Air Force Base,NA,US
KFFT,38.181698,-84.906764,Capital City Airport,NA,US
KFFX,43.436854,-85.996592,Fremont Municipal Airport,NA,US
KFFZ,33.4608001709,-111.727996826,Falcon Field,NA,US
KFGU,35.044315,-85.020146,Collegedale Municipal Airport,NA,US
KFGX,38.5418014526,-83.74340057370001,Fleming Mason Airport,NA,US
KFHR,48.523654,-123.024645,Friday Harbor Airport,NA,US
KFHU,31.587383,-110.348225,Sierra Vista Municipal Airport / Libby Army Air Field,NA,US
KFIG,41.049032,-78.415003,Clearfield Lawrence Airport,NA,US
